index,event,disaster,class_label,clean_text,has_crisis_term
1183,typhoon,True,affected_individual,lucky to leave a few days earlier bbc news philippines typhoon bopha death toll rises,False
1184,other_disaster,True,requests_or_needs,some of the most critical needs for families include food drinkable water medical care and hygiene supplies.,False
1185,hurricane,True,infrastructure_and_utilities_damage,a path of hurricane odiles destruction seen through instagram hurricane odile came ashore over cabo san lucas on sunday night as t...,True
1186,flood,True,affected_individual,slsc australia sls is encouraging everyone to play it safe in flood affected areas. don,True
1187,earthquake,True,infrastructure_and_utilities_damage,san francisco bay area assessing damage after large quake jobs news career jobsila,True
1188,flood,True,affected_individual,deadly 1000year floods strike colorado,True
1189,other_disaster,True,requests_or_needs,anyone to help me please see what you can do for me please i have no one they didnt show me any other family im so alone i have no idea what to do im praying god for,True
1190,other_disaster,True,requests_or_needs,we are in tomazo especially in la hatte cadette. we need water and food.,False
1191,typhoon,True,donation_and_volunteering,clusters mobilizing response to the worstaffected communities in support of the government. get the latest on bopha ...,False
1192,hurricane,True,affected_individual,yet puerto rico doesnt even have clean water yet,False
1193,wildfire,True,injured_or_dead_people,california wildfires kill couple married 75 years they went together,True
1194,other_disaster,True,requests_or_needs,a total of 150547 people received health assistance from these medical teams principally in relation to diarrhoea dysentry and acute respiratory infections.,False
1195,explosion,True,affected_individual,horrible news coming out of westtx the work of jp says he expects 17 dead in blast including 12 firefighters,True
1196,train_crash,True,affected_individual,at least 2 have died in train derailment in the bronx. metronorth via,False
1197,earthquake,True,donation_and_volunteering,from varanasi 236 nepali swayamsevaks reached to nepal to help injured nepalearthquake rss,True
1198,hurricane,True,infrastructure_and_utilities_damage,tornado activity in palm bay. a roof blew off a home and at least six mobile homes were destroyed,True
1199,hurricane,True,affected_individual,hurricane maria survivor back home in algiers,True
1200,shooting,True,affected_individual,lax update lapds west bureau and south bureau are in tactical alert due to the shooting,False
1201,earthquake,True,injured_or_dead_people,headlines 12 kenya begins westgatemall mourning period death toll grows in massive pakistan earthquake,True
1202,crash,True,affected_individual,update at least 8 dead and dozens injured in glasgow helicopter crash,True
1203,flood,True,affected_individual,severe floods and tornadoes in the australian state of queensland have left four people dead and a further two missin ...,True
1204,hurricane,True,donation_and_volunteering,icymi two westchesteroh fire officials deployed to hurricane irma in florida,True
1205,earthquake,True,donation_and_volunteering,donate to support cares earthquake relief teams on the ground now in nepal.,True
1206,other_disaster,True,requests_or_needs,i salutation this organization i need help waterfood and shelter. thanks for your comprehension,True
1207,other_disaster,True,requests_or_needs,we who are in mon repos 38 carrefour we need help because we arent in the crowd we never get anything please please put the message through for me,True
1208,earthquake,True,infrastructure_and_utilities_damage,62yro crawled out from under rubble of house she spent her life building. nepalquake,False
1209,train_crash,True,affected_individual,at least four killed in metronorth derailment,False
1210,earthquake,True,affected_individual,huge quake jolts costa rica two killed,False
1211,other_disaster,True,requests_or_needs,dinepa is it stop the water distribution at solino,False
1212,other_disaster,True,requests_or_needs,kenskoff commune. thanks we are already in kenskoff we dont have another place to go its assistance we need to help ourselves and all the piles of other people who came up,True
1213,cyclone,True,infrastructure_and_utilities_damage,cyclone olwyn cycloneolwyn cyclone olwyn recovery efforts hampered as critical infrastructure,False
1214,wildfire,True,infrastructure_and_utilities_damage,lithgow to bell bellslineofroad is open again in both directions after being closed due to nswfires earlier.,False
1215,earthquake,True,injured_or_dead_people,napa teen badly injured by a collapsed chimney is improving. napaquake,True
1216,hurricane,True,donation_and_volunteering,morgan students collected over 40 boxes of donations for hurticane harvey,True
1217,other_disaster,True,infrastructure_and_utilities_damage,some 30 cottages have collapsed and some have even been swept away by rapti river in deukhuri according to reports.,False
1218,tornado,True,injured_or_dead_people,slow recovery from tornado in kaukauna taking toll on residents when there is so much devastation it will take more than a few wee...,True
1219,hurricane,True,donation_and_volunteering,atlanta humane society creates makeshift shelter for fourlegged irma refugees,True
1220,earthquake,True,donation_and_volunteering,desperate search for survivors after powerful earthquake in mexico,True
1221,other_disaster,True,infrastructure_and_utilities_damage,what time do the schools open what do we do if the schools got destroyed,True
1222,other_disaster,True,infrastructure_and_utilities_damage,key expressways were closed in the disasterhit areas and severe traffic jams took place on some national trunkline highways and provincial trunklines.,False
1223,explosion,True,infrastructure_and_utilities_damage,what refinery in amuay looks like today. venezuela via al jazeera producer i ...,False
1224,other_disaster,True,requests_or_needs,do everything you can for us we are on a patch of land without food or shelter. please,True
1225,earthquake,True,affected_individual,sad news to report from guatemala at least 8 confirmed dead possibly more by this mornings major earthquake.,True
1226,flood,True,infrastructure_and_utilities_damage,watch house floats down river during alberta flood,True
1227,other_disaster,True,requests_or_needs,we need help on place maigate we need tentes and water also food. please foward the message for us because we havent received anythign yet,True
1228,hurricane,True,donation_and_volunteering,panthers magic helping communities recover after hurricane irma,True
1229,other_disaster,True,requests_or_needs,please help me i lost my family and i cant eat. i am on place boyer help me.,True
1230,other_disaster,True,requests_or_needs,a the distribution and amount of rain during the current main rainy season meher or kiremt rains which began on schedule in much of the country in late june is reported to be favourable so far and farmers are reported to have been encouraged to finalize input supply and land preparation.,False
1231,other_disaster,True,infrastructure_and_utilities_damage,an explosion occurred at ryongchon railway station in north phyongan pyongan province on april 22 due to the electrical contact caused by carelessness during the shunting of wagons loaded with ammonium nitrate fertilizer and tank wagons kcna said.,False
1232,other_disaster,True,injured_or_dead_people,pray for the people of peshawar. dozens are injured earthquake,True
1233,other_disaster,True,requests_or_needs,vitamin a iron and folate supplements and deworming tablets will be distributed and a project providing multiple micronutrient supplements known as sprinkles for children aged 659 months will be expanded.,False
1234,wildfire,True,affected_individual,la times parts of air force academy evacuated as colorado fire rages,True
1235,other_disaster,True,requests_or_needs,help us. .. pelerin 3 57 petion ville. there are 20 adults 3 babies and 5 children. we do not have water or food please help us,True
1236,hurricane,True,infrastructure_and_utilities_damage,wind blown debris from another house slicing thru the roof reallyharvey,False
1237,other_disaster,True,infrastructure_and_utilities_damage,the worst incident occurred on 1214 july with the unprecedented collapse of the gumti river embankment due to the rapid onrush of water from upstream.,False
1238,other_disaster,True,infrastructure_and_utilities_damage,13000 homes and businesses without power heres where is worst affected stormfrank,False
1239,other_disaster,True,requests_or_needs,in district jamshoro sindh village ali abad along with indus high way road there are two flood relief camps situated in primary schools from one week they are not receiving food and clean water for drinking so pleas do somethng for them about foo,True
1240,other_disaster,True,requests_or_needs,after every desaster the country knows everybody know that the national and the international commitee. how the help are browsing money food never find the true victim,True
1241,flood,True,donation_and_volunteering,dear followers who are not in the philippines please excuse my flooding. trying to do what i can to help my neighbors. rescueph,True
1242,earthquake,True,injured_or_dead_people,over 120 injured in napa quake via breitbart tcot,True
1243,hurricane,True,donation_and_volunteering,qatar giving 30 million to help harvey victims in texas read more victims politics,True
1244,other_disaster,True,requests_or_needs,i am in the tents at delmas 29. we have not been helped. we need aid.,True
1245,earthquake,True,affected_individual,philippines earthquake radio reports say 7.2mag. quake has killed at least 4 people in central philippines,True
1246,earthquake,True,injured_or_dead_people,witnesses say people are being buried without kafan many injured r dying bcoz of no relief. malik just paid a helicopter vis,True
1247,cyclone,True,donation_and_volunteering,last plug abc red cross cyclone pam vanuatu appeal. to donate go to or c,False
1248,earthquake,True,injured_or_dead_people,85 6.0 earthquake jolts bay area damage and at least 87 injuries reported earthquake it was t,True
1249,earthquake,True,requests_or_needs,newsvillages near nepal earthquakes epicenter are desperate as death toll tops ... new york times,True
1250,flood,True,donation_and_volunteering,tim hortons selling alberta rose donuts proceeds to flood victims. sounds like a good reason to eat 12 donuts for breakfas,True
1251,other_disaster,True,requests_or_needs,an emergency conference call today with fellow members of the partnership for quality medical donations which includes over a dozen healthcare companies and colleague humanitarian nonprofits confirmed all aid groups as well as governments are encountering the same obstacles.,True
1252,earthquake,True,injured_or_dead_people,update a sixth person has died following the earthquake off of chiles coast,True
1253,flood,True,injured_or_dead_people,jandk floods 7 lakh stranded in srinagar landslides in udhampur leave many dead srinagar jammu and kashmir i...,True
1254,other_disaster,True,requests_or_needs,please. we ask for urgent help for the population of fampak. we can no loger survive with misery. we are located in route de damien ruelle fampak in the fampak shelter in the neighbourhood.,True
1255,other_disaster,True,requests_or_needs,she said the agency feared that there will outbreaks of dysentery diarrhoea malaria and bilharzia in an area where children have been swimming in the floodwaters amidst human and animal waste.,True
1256,other_disaster,True,requests_or_needs,leogane is hardly hit we need water and food,False
1257,cyclone,True,infrastructure_and_utilities_damage,the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island natio...,False
1258,flood,True,injured_or_dead_people,45 dead hundreds of thousands stranded in indias odisha due to severe floods,True
1259,typhoon,True,requests_or_needs,one injured in odiongan romblon following a collision in brgy. tumingad. rubyph,True
1260,flood,True,donation_and_volunteering,indian soldiers taunt flood affected kashmiris to seek help from pakistan and on the other hand stops un and international,True
1261,earthquake,True,infrastructure_and_utilities_damage,before and after pictures of the nepal earthquake via,True
1262,typhoon,True,donation_and_volunteering,nicey..cancelling a christmas party to donate to pabloph victims. rhbill,True
1263,other_disaster,True,requests_or_needs,silver spring maryland when dangerous snow storms devastated chinas central southern and southwestern regions this winter the adventist development and relief agency adra responded immediately providing emergency relief assistance for nearly 5000 survivors in huoshan one of the areas most severely affected by the storm in the province of anhui in eastern china.,True
1264,other_disaster,True,affected_individual,from joy to tragedy inside the brazil nightclub where 233 died via,False
1265,earthquake,True,donation_and_volunteering,going 2 sakhu again tomo now we know need 2 help with relief. we have big truck we need tents water and blankets. help. ne,True
1266,train_crash,True,infrastructure_and_utilities_damage,downtown lacmegantic que. in flames after derailment . mayor says city centre destroyed.,True
1267,hurricane,True,donation_and_volunteering,puerto rico rescue work by the us coast guard. we are grateful. maga,True
1268,hurricane,True,donation_and_volunteering,maralago is in the evacuation zone for hurricane irma,True
1269,other_disaster,True,requests_or_needs,i have a lot of spots please help me,True
1270,other_disaster,True,requests_or_needs,a huge undersea earthquake off the aceh coast triggered the tsunami on dec. 26.,True
1271,hurricane,True,donation_and_volunteering,rebuilding our community. supporting harvey victims,True
1272,other_disaster,True,requests_or_needs,they have no access to clean or safe water toilets habitable shelter or adequate food which has prompted concerns about a possible increase in cases of malaria waterborne diseases and malnutrition.,True
1273,earthquake,True,donation_and_volunteering,dont forget your awaran mashkay brothers and sisters you can donate blood for quake victims call 03203202986 balochi,True
1274,earthquake,True,infrastructure_and_utilities_damage,dc awaran says several houses damaged due to latest earthquake dozens buried under rubble rescue work underway baloc,True
1275,explosion,True,infrastructure_and_utilities_damage,wow video of the explosion fertilizer plant explosion near waco texas,False
1276,other_disaster,True,requests_or_needs,i dont receive the humanitarian aid. petitgoave wislyne ave. libert,False
1277,hurricane,True,donation_and_volunteering,chainsawwielding nun helps clear irma debris,True
1278,other_disaster,True,requests_or_needs,we have no pot in which to boil our water. we have no water machine.,False
1279,other_disaster,True,requests_or_needs,please help us find a tent. its a family of 6 people. incomplete seems to be the end of a message,True
1280,other_disaster,True,requests_or_needs,it explained the unspent funds on the sheer volume of donations to nongovernment organisations.,True
1281,flood,True,infrastructure_and_utilities_damage,noble energy flooding closes 510 percent of colorado wells,True
1282,flood,True,donation_and_volunteering,i am grateful for the support of the house thanks for passing disaster relief for colorado. coflood cofloodrelief cg,True
1283,wildfire,True,donation_and_volunteering,sofi starts gofundme to aid their people impacted by california wildfire,True
1284,hurricane,True,infrastructure_and_utilities_damage,a semi truck floated into luckys pub during harvey flooding,True
1285,other_disaster,True,requests_or_needs,we are about 150 families still on the roads i assume no shelter in the area of mariani tete source 1 and 2 on the part of the road from morne to bateau i gressier.,True
1286,earthquake,True,affected_individual,7.2 quake hits central philippines killing 4 7.2magnitude quake hits central philippine island killing at ...,False
1287,other_disaster,True,requests_or_needs,wfp is presently helping to feed 720000 people in indonesia including more than 22000 people on the islands of nias and simeulue in the wake of a massive undersea earthquake on march 28.,True
1288,crash,True,affected_individual,correction family members confirm david traill was among the eight people killed in the helicopter crash in glasgow,False
1289,haze,True,donation_and_volunteering,this 7yr old american is actually trying to do something to stop e haze. unlike some who r paid millions. sghaze,False
1290,hurricane,True,donation_and_volunteering,hurricane harvey rescue dogs looking for new homes in connecticut,True
1291,earthquake,True,donation_and_volunteering,help children and families devastated by nepalearthquake by raising funds with your friends and family,True
1292,flood,True,infrastructure_and_utilities_damage,infrastructure recovery will be an arduous process long after the floodwaters recede coflood,True
1293,train_crash,True,donation_and_volunteering,people seeking information about family members involved in bronx train derailment should contact metro north at 718 81,False
1294,earthquake,True,infrastructure_and_utilities_damage,my heart aches and aches and aches,False
1295,other_disaster,True,infrastructure_and_utilities_damage,other towns and villages in the state are also battling power outages and other hardships.,False
1296,hurricane,True,donation_and_volunteering,donated supplies for irma victims sent off from mosquito lake on truck,True
1297,flood,True,donation_and_volunteering,donating 1 for every tweet of hashtag omgp to max 50k for yycflood spread the word.,True
1298,other_disaster,True,requests_or_needs,clinicians have opened 10 clinical practices in prison systems trained nurse midwives to screen for maternal depression treated refugees from the ivory coast conflict supported the nations first mental health consumer organization worked in ebola treatment units etus and provided psychosocial supports to individuals and families affected by the ebola virus.,False
1299,other_disaster,True,injured_or_dead_people,latest hurricane matthew death toll nears 900 in haiti,True
1300,other_disaster,True,requests_or_needs,a c17 and two c130 arrived on october 10 carrying relief supplies a 10ton forklift and two cargo handlers as well as a humanitarian coordination team.,False
1301,hurricane,True,donation_and_volunteering,volunteers help miamis poorest communities impacted by hurricane irma,True
1302,flood,True,injured_or_dead_people,india pakistan flood death toll exceeds 460,True
1303,other_disaster,True,infrastructure_and_utilities_damage,a government relief commission said that river nile floodwaters had disconnected the water electricity and other vital services and had isolated the town as well as destroying houses and public buildings rendering more than 50000 people homeless.,True
1304,hurricane,True,infrastructure_and_utilities_damage,harveys houston flooding will put urban coyotes feral hogs on the move,True
1305,flood,True,donation_and_volunteering,location for tomorrows green cleaning chemical donation pickup has changed. new location tbd. will update asap. yychelps yyc abflood,True
1306,flood,True,donation_and_volunteering,modi is helping muslim flood victims including professional stone pelters in kashmir kashmirfloods,True
1307,hurricane,True,infrastructure_and_utilities_damage,parque del indio condado before and after hurricane maria,True
1308,other_disaster,True,requests_or_needs,please bo gravel vob ta a 41 we are hungry. need food.,False
1309,other_disaster,True,requests_or_needs,additional earth movements of a serious magnitude are possible and humanitarian response activities are underway in drc and rwanda.,False
1310,other_disaster,True,requests_or_needs,the tni will also send one infantry unit from bireuen to simeulue by ship.,False
1311,flood,True,donation_and_volunteering,in addition to the colorado flooding redcross has provided food and shelter to people affected by flooding in guam ut az,True
1312,hurricane,True,donation_and_volunteering,three la. breweries plan weekend fundraiser for harvey victims,True
1313,hurricane,True,infrastructure_and_utilities_damage,few more photos of damage left by hurricane odile in cabo san lucas.,True
1314,flood,True,donation_and_volunteering,blasted rain. lets help those affected gt for maringph text donations redltspacegtamount to 2899 globe,True
1315,shooting,True,affected_individual,fuck breaking police lax shooter opened fire with assault rifle,False
1316,hurricane,True,donation_and_volunteering,donate 5 win 60 amazon gc we can do 10k for hurricaneharvey,True
1317,earthquake,True,infrastructure_and_utilities_damage,quake jolts california wine region via,False
1318,other_disaster,True,requests_or_needs,extensive food shortages caused by four years of erratic and unreliable rainfall have affected the population of 17 districts in turkana.,False
1319,other_disaster,True,infrastructure_and_utilities_damage,on sunday a mi17 helicopter from the siachen tigers got airborne from mohanbari and landed at a makeshift helipad made by marking h on the national highway bypass of assams tinsukia town after blocking the road from both sides.,False
1320,crash,True,donation_and_volunteering,experts are to begin examining the police helicopter which crashed into the clutha pub in glasgow on friday night.,False
1321,typhoon,True,infrastructure_and_utilities_damage,bbc news philippinen typhoon hagupit makes landfall as thousands flee,False
1322,earthquake,True,donation_and_volunteering,pakistan earthquake update has arranged for the delivery of highenergy biscuits to the affected people,True
1323,earthquake,True,injured_or_dead_people,icymi read about this brampton womans journey through nepal during the earthquake that killed upwards of 4000,True
1324,other_disaster,True,requests_or_needs,the crm together with the local civil authorities has helped the french governments action humanitaire france with erecting tents to provide shelter for the homeless.,True
1325,hurricane,True,infrastructure_and_utilities_damage,harvey flooding damage likely to cost tens of billions of money,True
1326,wildfire,True,infrastructure_and_utilities_damage,view of springwood fire looking toward winmalee from warrimoo oval nswfires nswrfs,False
1327,other_disaster,True,requests_or_needs,i dont even have clothes to wear.,False
1328,earthquake,True,injured_or_dead_people,120 injured 3 critical after napa california quake via,True
1329,earthquake,True,injured_or_dead_people,may allah have mercy on all those died in the earthquake that hit pakistan. 275 died and many more injured,True
1330,cyclone,True,affected_individual,as another night draws close the thousands of people affected by cyclonepam are uppermost in our minds. retweet this,False
1331,typhoon,True,donation_and_volunteering,typhoon bopha oxfam rolls out emergency response for towns completely devastated in southern mindanao phl ...,True
1332,other_disaster,True,infrastructure_and_utilities_damage,yes same here flood and cyclone both come 2,True
1333,earthquake,True,donation_and_volunteering,relief workers security officials attacked with guns rockets while trying to reach pakistan earthquake victims,True
1334,other_disaster,True,requests_or_needs,e despite these logistic difficulties wfp is providing food assistance to all but one of the 42 reception areas for former unita soldiers and their families.,False
1335,other_disaster,True,requests_or_needs,in the eastern state of bihar thousands of homeless people crowded around bonfires as temperatures hovered around 6 degrees celsius.,False
1336,other_disaster,True,requests_or_needs,chennairainshelpnnverified aravind kumar a doctor at keelkattalai is ready for any medical help contact him at 8124050770,True
1337,earthquake,True,affected_individual,powerful quake hits guatemala 48 dead a 7.4magnitude earthquake has rocked guatemala killing at least 48 peo...,True
1338,other_disaster,True,requests_or_needs,kawaguchi tetsuro japanese ambassador to the country delivered on monday to the national office for risks and disasters management nordm various materials and equipments including mats waterwares polyethylene reservoirs and plastic jerrycans.,False
1339,earthquake,True,donation_and_volunteering,nepalquake people in line for water distributions. 4.2 mil urgently need water sanitation and health services.,False
1340,other_disaster,True,requests_or_needs,during their visit they have looked at humanitarian and postwar recovery needs in sierra leone for which the united nations launched a consolidated interagency appeal of us 88.6 million in november 2001.,False
1341,tornado,True,injured_or_dead_people,per missouri ema current joplintornado death toll is 30.per dr.forbes will be deadliest on record in jasper coun ...,True
1342,tornado,True,donation_and_volunteering,know someone in joplin who needs baby food for 12 mos or younger ive got 7 cases and can deliver. pls,False
1343,hurricane,True,donation_and_volunteering,elementary schools and food pantry collaborate to help puerto rico,True
1344,cyclone,True,donation_and_volunteering,rat news online aid arrives in cyclonehit vanuatu the first planeloads of internationa... rats pets animals,False
1345,hurricane,True,donation_and_volunteering,texans doitourselves rescue effort defines hurricane harvey,True
1346,hurricane,True,injured_or_dead_people,black white rich poor storm harvey didnt discriminate,False
1347,tornado,True,donation_and_volunteering,our tornado response continues in joplin twin cities tuscaloosa beyond. see all world vision press updates h ...,True
1348,hurricane,True,infrastructure_and_utilities_damage,harvey still causing damage and flooding,True
1349,flood,True,donation_and_volunteering,a shoutout to our emergency services for their amazing efforts so far. qld loves you bigwet qld,True
1350,earthquake,True,infrastructure_and_utilities_damage,huge destruction of nepalearthquake prayfornepal letshelpnepal letsactindonesia via,True
1351,hurricane,True,donation_and_volunteering,auto group giving out free home depot gift cards to irma victims,True
1352,other_disaster,True,requests_or_needs,please they need tentes to sleepits cold and the rain started alreadyif it was not god we would be dead already,True
1353,train_crash,True,affected_individual,nyc train derailment kills 4 hurts more than 60 new york ap a new york city commuter train... breakingnews,False
1354,crash,True,affected_individual,clutha staff member says he believes all staff now out one taken to hospital in ambulance after glasgow helicopter cra,False
1355,earthquake,True,infrastructure_and_utilities_damage,horrifying video whole building collapses within seconds in nepal,False
1356,hurricane,True,infrastructure_and_utilities_damage,hurricane maria devastated the island of puerto rico. where to next. more on news 19.,True
1357,earthquake,True,donation_and_volunteering,pakistan confirms at least 357 dead and more than 100000 people homeless after quake full story,True
1358,flood,True,infrastructure_and_utilities_damage,a google map showing yyc evacuated areas. extensive much downtown. yycflood evacuated community yycre,True
1359,earthquake,True,donation_and_volunteering,salute2indianforces for all their hard work and for all voluntary works for nepalearthquake.,True
1360,hurricane,True,donation_and_volunteering,photosfromthefield txmar texas stateguard after a successful mission in houston tx. harvey,False
1361,other_disaster,True,requests_or_needs,need tents water and food. children are sick with fever.,False
1362,other_disaster,True,affected_individual,breaking news at least 60 dead in bangladesh building collapse more details to come,True
1363,hurricane,True,donation_and_volunteering,we need everyones help please hurricanemaria,True
1364,other_disaster,True,affected_individual,the local airport is also affected and can only be used for light single engine aircraft.,False
1365,other_disaster,True,requests_or_needs,.. thats why i need help because i have nothing left,True
1366,other_disaster,True,infrastructure_and_utilities_damage,63 feeders restored power restored in 7 towns consisting of 58 villages.,False
1367,earthquake,True,donation_and_volunteering,we have sent an interministerial team to nepal hm rajnath singh in lok sabha nepalearthquake indiawithnepal,True
1368,train_crash,True,requests_or_needs,lets all say a prayer for the people we lost this morning. at metronorth train derailment. lohud,False
1369,wildfire,True,affected_individual,residents recall the night they had to flee the redwoodvalleyfire.,False
1370,earthquake,True,donation_and_volunteering,islamabads persistent close door policy disallowing intl aid agencies to rescue relief and rehabilitate earthquake victims balochistan.,True
1371,tornado,True,injured_or_dead_people,joplin looked like some of the battles i saw in korea korean war veteran and missouri tornado survivor says htt ...,True
1372,tornado,True,affected_individual,a severe thunderstorm warning remains in effect until 315 am cdt for central comanche county okwx,False
1373,flood,True,infrastructure_and_utilities_damage,and i helping to evacuate 125 people from . no heat water or power yycflood,True
1374,other_disaster,True,requests_or_needs,we need food water. .. . the kids are sick fever flu. .. help. .. we are cote 28 rue richard,True
1375,hurricane,True,donation_and_volunteering,how exactly do you rescue a 1200pound animal,True
1376,flood,True,donation_and_volunteering,so to and for being on their game tonight. thanks for the updates and alerts boulderflood,True
1377,hurricane,True,donation_and_volunteering,belfrybat via episcopalrelief episcopal relief is supporting families impacted by hurricaneharvey. stay update,True
1378,other_disaster,True,requests_or_needs,we are in the area of ranche croix des bouquet we have no water or food.,False
1379,earthquake,True,donation_and_volunteering,volunteers flock to napa to lend quake victims a helping hand jobs news career jobsila,True
1380,cyclone,True,donation_and_volunteering,vanuatu official nation will run out of food in less than a week,False
1381,earthquake,True,injured_or_dead_people,five dead after 8.2 earthquake shakes chile coast tsunami warnings lifted,True
1382,earthquake,True,donation_and_volunteering,ucla civil and engineering department re ca water supply and napa earthquake... we dodged a bullet this time.,True
1383,other_disaster,True,infrastructure_and_utilities_damage,un says haiti headquarters collapsed in earthquake independent the headquarters of the un peacekeeping mission .. http bit.ly 91btsb,True
1384,flood,True,donation_and_volunteering,here we go again with the rain. boulderflood,True
1385,other_disaster,True,requests_or_needs,although the screening process did not begin until august 6 some 2000 camp residents returned to afghanistan during the first three weeks of july through a voluntary repatriation program sponsored by unhcr.,False
1386,hurricane,True,affected_individual,they have forgotten us life after disaster in puertorico,False
1387,other_disaster,True,requests_or_needs,we are at parc sainte therese. there is a lot of unrest with the food distribution.,False
1388,wildfire,True,injured_or_dead_people,wildfires still burn in northern california 11 are dead nyt,True
1389,cyclone,True,donation_and_volunteering,israel sends aid to cycloneravaged vanuatu cyclonepam,False
1390,wildfire,True,donation_and_volunteering,thoughts and prayers for all the folks in australia being affected by the fires.,False
1391,hurricane,True,donation_and_volunteering,if you want to help cabo recover from the hurricane these folks could use a hand,True
1392,hurricane,True,affected_individual,hurricane harvey and irma relief efforts. 8pm est 5 pm pst tonight. tune in handinhand,True
1393,other_disaster,True,requests_or_needs,we havent seen anyone come help even though we asked for it for the people of delmas 9 at rue ducosquer. 313 women 187 men and 83 kids. thank you for you diligence,True
1394,flood,True,donation_and_volunteering,phones are still open15 more mins cofloodrelief 18776676727 is the number to help your fellow coloradoans co floodvictims,True
1395,other_disaster,True,requests_or_needs,in mogadishu merca and jowhar the rains pose health hazards due to poor sanitation resulting from drainage mixing with garbages from cities and population centers.,False
1396,other_disaster,True,requests_or_needs,at calboi place we need food and water,False
1397,cyclone,True,donation_and_volunteering,calling all digitaljedis support un disaster assessments for cyclonepam simple as a click go to,False
1398,other_disaster,True,donation_and_volunteering,were a family group living in cabaret there are 20 of us that need tents,False
1399,flood,True,donation_and_volunteering,scores killed in flooding in nepal and india more than 11000 homes have been damaged and roughly 17000 vill...,True
1400,hurricane,True,donation_and_volunteering,the latest mcconnell nearly doubles harvey aid package daca,False
1401,wildfire,True,infrastructure_and_utilities_damage,raging california wildfires burned 80 cell towers hampering evacuation alerts,True
1402,earthquake,True,injured_or_dead_people,queen of the valley medical center 3 hospital employees were injured in napaquake 13 patients admitted to hospital out o,True
1403,other_disaster,True,requests_or_needs,centre dhbergement mathodiste never found food they need it there.,False
1404,hurricane,True,donation_and_volunteering,first look at devastating hurricane damage on dominica usnews usrc,True
1405,hurricane,True,donation_and_volunteering,visit tacos libertad and give back to the victims of hurricane harvey tacosfortexas,True
1406,shooting,True,donation_and_volunteering,people are still being shuttled in to a secured location. nerves are starring to settle. laxshooting,False
1407,earthquake,True,infrastructure_and_utilities_damage,this is what northern california looks like after quake newyork,False
1408,other_disaster,True,infrastructure_and_utilities_damage,it is recognised that forest fires are a natural and important part of ecological succession in boreal forests.,False
1409,earthquake,True,injured_or_dead_people,the death toll from yesterdays massive earthquake has now risen to more than 300 people with even more injured....,True
1410,flood,True,affected_individual,at least 500 unaccounted for in colorado floods as obama signs disaster declaration,True
1411,cyclone,True,donation_and_volunteering,after monster storm hits vanuatu leader pleads for aid,False
1412,hurricane,True,donation_and_volunteering,hurricane odile hit my colleagues hard in la pazlos cabos. help us spread the word and pls donate. inahyattworld htt,True
1413,earthquake,True,donation_and_volunteering,aid groups knew an earthquake in nepal would be a disaster. they also knew they could never raise enough to help.,True
1414,hurricane,True,donation_and_volunteering,houston rescuers prove the lie of toxic masculinity by hurricaneharvey,True
1415,other_disaster,True,requests_or_needs,arent the people of fontamara going to get any help,True
1416,other_disaster,True,infrastructure_and_utilities_damage,the recent natural disasters have left about 286 dead over 143 wounded and around 1248 homes destroyed.,True
1417,other_disaster,True,requests_or_needs,i have men s clothing t shirts jeans socks and a few women s pants . i have some canned goods and pasta as well .,False
1418,other_disaster,True,requests_or_needs,indeed the international community is generally far more willing to come to the aid of people left destitute by natural disasters than those forced from their homes by civil wars communal strife and human rights violations.,False
1419,hurricane,True,donation_and_volunteering,nys sending more relief aid to puerto rico struggling from hurricane maria.,True
1420,earthquake,True,donation_and_volunteering,3novicesnepal earthquake us lawmakers introduce special status bill for victims two us lawmakers have introduced,True
1421,earthquake,True,infrastructure_and_utilities_damage,napa earthquake residents many of them seniors flee from devastating mobile home fire sanfrancisco,True
1422,hurricane,True,donation_and_volunteering,news wrap trump signs 15 billion hurricane harvey relief bill uspolitics via,True
1423,earthquake,True,donation_and_volunteering,krishna lost his home to nepalquake 3 days ago. now he is focusing on helping others,True
1424,flood,True,donation_and_volunteering,kashmirfloods...... all dua 4.................jamu andkashmir flood effective peoples...i request to all indian..plz help 4 helpless ppl,True
1425,typhoon,True,donation_and_volunteering,rubyph is a silent killer mtvstars justin bieber,False
1426,earthquake,True,donation_and_volunteering,listening to reports from sf bay area re damage from 6.0 earthquake ...roads some bldg damage. pgande outages 50k custo,True
1427,tornado,True,donation_and_volunteering,help tornado relief fund please consider donating anything you can spare to this terrific cause.,True
1428,hurricane,True,donation_and_volunteering,churches shelter many as harvey damage spreads faith hope love,True
1429,other_disaster,True,requests_or_needs,need food and mobile bathroom. this is urgent thanks,False
1430,earthquake,True,donation_and_volunteering,want to know how the us is providing livesaving assistance in the aftermath of the nepalearthquake read this,True
1431,other_disaster,True,infrastructure_and_utilities_damage,i have to shower in the dark bc of this shit hurricane ok not coolclifton schools still without power closed on thursday northjersey.com clifton njelection2012 sandyabc7 our new poll has race at 4949 but broad positive response to obama on storm. could sandy save obama,True
1432,train_crash,True,affected_individual,at least 35 killed and 200 injured as train derails in spain via latest on bbcn,True
1433,flood,True,injured_or_dead_people,nepal death toll hits 200 in india nepal floods and8230 missing local authorities said today. ...,True
1434,hurricane,True,affected_individual,irma scarred us for life,False
